Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
ALDH1A1,Aldehyde Dehydrogenase 1 Family Member A1,Protein Coding,P00352,56,GC09M072900,6.208352566,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1A1
ELAVL1,ELAV Like RNA Binding Protein 1,Protein Coding,Q15717,50,GC19M007958,6.194097519,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL1
LGALS3,Galectin 3,Protein Coding,P17931,53,GC14P055124,6.190973759,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS3
SFRP1,Secreted Frizzled Related Protein 1,Protein Coding,Q8N474,52,GC08M041262,6.188168526,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP1
APLF,Aprataxin And PNKP Like Factor,Protein Coding,Q8IW19,41,GC02P068467,6.172687054,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLF
GSN,Gelsolin,Protein Coding,P06396,58,GC09P121201,6.157339573,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSN
CDH3,Cadherin 3,Protein Coding,P22223,55,GC16P082924,6.153172016,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH3
ERCC1,"ERCC Excision Repair 1, Endonuclease Non-Catalytic Subunit",Protein Coding,P07992,54,GC19M092923,6.144253254,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC1
PCBP1,Poly(RC) Binding Protein 1,Protein Coding,Q15365,47,GC02P070087,6.141742229,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP1
MECP2,Methyl-CpG Binding Protein 2,Protein Coding,P51608,55,GC0XM154021,6.13493824,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MECP2
SPOCK1,"SPARC (Osteonectin), Cwcv And Kazal Like Domains Proteoglycan 1",Protein Coding,Q08629,44,GC05M136975,6.132946491,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPOCK1
FAP,Fibroblast Activation Protein Alpha,Protein Coding,Q12884,54,GC02M162170,6.132344723,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAP
CCN1,Cellular Communication Network Factor 1,Protein Coding,O00622,49,GC01P085585,6.127565861,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN1
LAMC2,Laminin Subunit Gamma 2,Protein Coding,Q13753,55,GC01P183186,6.127173424,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMC2
TUBB,Tubulin Beta Class I,Protein Coding,P07437,58,GC06P134798,6.117968559,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB
IKBKB,Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta,Protein Coding,O14920,62,GC08P042271,6.097279549,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKB
TGFA,Transforming Growth Factor Alpha,Protein Coding,P01135,54,GC02M070447,6.093292713,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFA
EIF4G1,Eukaryotic Translation Initiation Factor 4 Gamma 1,Protein Coding,Q04637,56,GC03P184314,6.092233658,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4G1
CGN,Cingulin,Protein Coding,Q9P2M7,43,GC01P164304,6.090250015,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGN
HSPA1A,Heat Shock Protein Family A (Hsp70) Member 1A,Protein Coding,P0DMV8,55,GC06P134838,6.058551311,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA1A
KHDRBS1,"KH RNA Binding Domain Containing, Signal Transduction Associated 1",Protein Coding,Q07666,51,GC01P032013,6.055764675,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KHDRBS1
MAPK11,Mitogen-Activated Protein Kinase 11,Protein Coding,Q15759,54,GC22M050263,6.054592133,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK11
NES,Nestin,Protein Coding,P48681,50,GC01M156668,6.052363396,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NES
BMPR1A,Bone Morphogenetic Protein Receptor Type 1A,Protein Coding,P36894,60,GC10P109306,6.036528587,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMPR1A
ADAM10,ADAM Metallopeptidase Domain 10,Protein Coding,O14672,62,GC15M058588,6.036304951,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM10
L1CAM,L1 Cell Adhesion Molecule,Protein Coding,P32004,56,GC0XM153864,6.033361435,https://www.genecards.org/cgi-bin/carddisp.pl?gene=L1CAM
C11orf65,Chromosome 11 Open Reading Frame 65,Protein Coding,Q8NCR3,40,GC11M108308,6.031541348,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C11orf65
ZFYVE9,Zinc Finger FYVE-Type Containing 9,Protein Coding,O95405,48,GC01P052142,6.023663998,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFYVE9
JAG2,Jagged Canonical Notch Ligand 2,Protein Coding,Q9Y219,53,GC14M105140,6.020098209,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAG2
MCM7,Minichromosome Maintenance Complex Component 7,Protein Coding,P33993,55,GC07M100092,6.018212795,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM7
MME,Membrane Metalloendopeptidase,Protein Coding,P08473,59,GC03P155024,6.016760349,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MME
CBS,Cystathionine Beta-Synthase,Protein Coding,P35520,60,GC21M043053,6.016618729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBS
MMP7,Matrix Metallopeptidase 7,Protein Coding,P09237,56,GC11M126171,6.013428688,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP7
STIM1,Stromal Interaction Molecule 1,Protein Coding,Q13586,58,GC11P010766,6.003432274,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STIM1
TNFSF11,TNF Superfamily Member 11,Protein Coding,O14788,58,GC13P042562,5.98997879,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF11
CCL18,C-C Motif Chemokine Ligand 18,Protein Coding,P55774,45,GC17P036064,5.983670235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL18
BECN1,Beclin 1,Protein Coding,Q14457,55,GC17M042810,5.980704784,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BECN1
MAP3K7,Mitogen-Activated Protein Kinase Kinase Kinase 7,Protein Coding,O43318,59,GC06M090513,5.980608463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K7
MAD2L2,Mitotic Arrest Deficient 2 Like 2,Protein Coding,Q9UI95,51,GC01M011658,5.979986191,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD2L2
TRPS1,Transcriptional Repressor GATA Binding 1,Protein Coding,Q9UHF7,53,GC08M115408,5.973182201,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPS1
EPB41L3,Erythrocyte Membrane Protein Band 4.1 Like 3,Protein Coding,Q9Y2J2,50,GC18M005392,5.971395493,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPB41L3
NT5E,5'-Nucleotidase Ecto,Protein Coding,P21589,60,GC06P085449,5.970740318,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5E
RBX1,Ring-Box 1,Protein Coding,P62877,52,GC22P040951,5.968986988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBX1
WNT9A,Wnt Family Member 9A,Protein Coding,O14904,50,GC01M227920,5.957353592,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT9A
WNT6,Wnt Family Member 6,Protein Coding,Q9Y6F9,49,GC02P218859,5.957353592,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT6
LIMS1,LIM Zinc Finger Domain Containing 1,Protein Coding,P48059,48,GC02P108534,5.957353592,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMS1
PRMT5,Protein Arginine Methyltransferase 5,Protein Coding,O14744,53,GC14M022920,5.957155228,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT5
LDLRAD4,Low Density Lipoprotein Receptor Class A Domain Containing 4,Protein Coding,O15165,38,GC18P013217,5.957144737,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDLRAD4
CHUK,Component Of Inhibitor Of Nuclear Factor Kappa B Kinase Complex,Protein Coding,O15111,59,GC10M100415,5.952521324,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHUK
MAPK13,Mitogen-Activated Protein Kinase 13,Protein Coding,O15264,55,GC06P134978,5.951152802,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK13
ROCK2,Rho Associated Coiled-Coil Containing Protein Kinase 2,Protein Coding,O75116,53,GC02M011472,5.94762516,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROCK2
EDNRA,Endothelin Receptor Type A,Protein Coding,P25101,58,GC04P147480,5.944742203,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDNRA
NUMB,NUMB Endocytic Adaptor Protein,Protein Coding,P49757,51,GC14M073275,5.942782402,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUMB
CXCL5,C-X-C Motif Chemokine Ligand 5,Protein Coding,P42830,48,GC04M073995,5.942178249,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL5
ABCG2,ATP Binding Cassette Subfamily G Member 2 (JR Blood Group),Protein Coding,Q9UNQ0,59,GC04M088090,5.937819004,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCG2
XRCC1,X-Ray Repair Cross Complementing 1,Protein Coding,P18887,54,GC19M043543,5.929533482,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC1
USP47,Ubiquitin Specific Peptidase 47,Protein Coding,Q96K76,40,GC11P011852,5.928366184,https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP47
SPRED1,Sprouty Related EVH1 Domain Containing 1,Protein Coding,Q7Z699,52,GC15P038252,5.92765522,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRED1
FGF9,Fibroblast Growth Factor 9,Protein Coding,P31371,53,GC13P021671,5.927433014,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF9
SMARCA2,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 2",Protein Coding,P51531,58,GC09P001980,5.92341423,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA2
NUMA1,Nuclear Mitotic Apparatus Protein 1,Protein Coding,Q14980,52,GC11M072002,5.91511488,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUMA1
TCF3,Transcription Factor 3,Protein Coding,P15923,54,GC19M001609,5.888561726,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF3
NF2,"NF2, Moesin-Ezrin-Radixin Like (MERLIN) Tumor Suppressor",Protein Coding,P35240,58,GC22P029603,5.881504536,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF2
PALS1,"Protein Associated With LIN7 1, MAGUK P55 Family Member",Protein Coding,Q8N3R9,46,GC14P067240,5.86171627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PALS1
CFTR,CF Transmembrane Conductance Regulator,Protein Coding,P13569,61,GC07P117287,5.849168777,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFTR
NTS,Neurotensin,Protein Coding,P30990,50,GC12P085876,5.847855091,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTS
CRB3,Crumbs Cell Polarity Complex Component 3,Protein Coding,Q9BUF7,42,GC19P006463,5.846227646,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRB3
FLOT1,Flotillin 1,Protein Coding,O75955,51,GC06M093710,5.834173679,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLOT1
DLG5,Discs Large MAGUK Scaffold Protein 5,Protein Coding,Q8TDM6,47,GC10M077790,5.833443642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG5
LATS1,Large Tumor Suppressor Kinase 1,Protein Coding,O95835,52,GC06M149658,5.83244133,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LATS1
EPHA2,EPH Receptor A2,Protein Coding,P29317,61,GC01M016124,5.81597662,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA2
SDHB,Succinate Dehydrogenase Complex Iron Sulfur Subunit B,Protein Coding,P21912,57,GC01M019222,5.81542778,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHB
GAPDH,Glyceraldehyde-3-Phosphate Dehydrogenase,Protein Coding,P04406,59,GC12P038965,5.802573681,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPDH
CRIPTO,"Cripto, EGF-CFC Family Member",Protein Coding,P13385,48,GC03P058241,5.793043137,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRIPTO
COL4A2,Collagen Type IV Alpha 2 Chain,Protein Coding,P08572,55,GC13P110305,5.789833546,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A2
COL4A3,Collagen Type IV Alpha 3 Chain,Protein Coding,Q01955,54,GC02P227164,5.785998344,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A3
AKR1B1,Aldo-Keto Reductase Family 1 Member B,Protein Coding,P15121,56,GC07M134442,5.784554958,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1B1
FTH1,Ferritin Heavy Chain 1,Protein Coding,P02794,58,GC11M061959,5.784012318,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTH1
NOG,Noggin,Protein Coding,Q13253,55,GC17P056593,5.779682159,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOG
CASP8,Caspase 8,Protein Coding,Q14790,61,GC02P201233,5.776196003,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP8
KRT5,Keratin 5,Protein Coding,P13647,54,GC12M052514,5.775448322,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT5
DLL3,Delta Like Canonical Notch Ligand 3,Protein Coding,Q9NYJ7,50,GC19P039498,5.771610737,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL3
EPHA3,EPH Receptor A3,Protein Coding,P29320,55,GC03P089077,5.770301342,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA3
VHL,Von Hippel-Lindau Tumor Suppressor,Protein Coding,P40337,56,GC03P021526,5.7627244,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VHL
BDNF,Brain Derived Neurotrophic Factor,Protein Coding,P23560,58,GC11M027654,5.759802341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDNF
MYBL2,MYB Proto-Oncogene Like 2,Protein Coding,P10244,50,GC20P043667,5.740941048,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBL2
CLCA2,Chloride Channel Accessory 2,Protein Coding,Q9UQC9,50,GC01P086424,5.735434532,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCA2
SFN,Stratifin,Protein Coding,P31947,54,GC01P041975,5.733115673,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFN
COL4A6,Collagen Type IV Alpha 6 Chain,Protein Coding,Q14031,52,GC0XM108155,5.72949028,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A6
PDGFRB,Platelet Derived Growth Factor Receptor Beta,Protein Coding,P09619,62,GC05M150113,5.71882534,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRB
KLF17,KLF Transcription Factor 17,Protein Coding,Q5JT82,40,GC01P049242,5.712382793,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF17
MAPK10,Mitogen-Activated Protein Kinase 10,Protein Coding,P53779,55,GC04M085990,5.698767662,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK10
GRHL2,Grainyhead Like Transcription Factor 2,Protein Coding,Q6ISB3,48,GC08P101492,5.689924717,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRHL2
DNMT3B,DNA Methyltransferase 3 Beta,Protein Coding,Q9UBC3,60,GC20P032762,5.68823576,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3B
PTK2B,Protein Tyrosine Kinase 2 Beta,Protein Coding,Q14289,58,GC08P027311,5.688215256,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2B
STAT5A,Signal Transducer And Activator Of Transcription 5A,Protein Coding,P42229,56,GC17P042287,5.678450584,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT5A
ACTA2,"Actin Alpha 2, Smooth Muscle",Protein Coding,P62736,56,GC10M088935,5.676772594,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA2
DDX5,DEAD-Box Helicase 5,Protein Coding,P17844,54,GC17M064498,5.675475121,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX5
IL4,Interleukin 4,Protein Coding,P05112,55,GC05P132673,5.669704914,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4
KRT17,Keratin 17,Protein Coding,Q04695,53,GC17M041619,5.664881229,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT17
TUBA1A,Tubulin Alpha 1a,Protein Coding,Q71U36,57,GC12M049184,5.663166046,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA1A
CDK14,Cyclin Dependent Kinase 14,Protein Coding,O94921,46,GC07P090471,5.649778366,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK14
ADIPOQ,"Adiponectin, C1Q And Collagen Domain Containing",Protein Coding,Q15848,55,GC03P186842,5.639442921,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOQ
CDK5,Cyclin Dependent Kinase 5,Protein Coding,Q00535,62,GC07M151053,5.625152111,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5
PTPN14,Protein Tyrosine Phosphatase Non-Receptor Type 14,Protein Coding,Q15678,51,GC01M214348,5.611129284,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN14
CP,Ceruloplasmin,Protein Coding,P00450,57,GC03M149162,5.598325253,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP
NODAL,Nodal Growth Differentiation Factor,Protein Coding,Q96S42,51,GC10M070431,5.592022896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NODAL
RUNX3,RUNX Family Transcription Factor 3,Protein Coding,Q13761,52,GC01M024899,5.584846497,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX3
PSMC4,"Proteasome 26S Subunit, ATPase 4",Protein Coding,P43686,51,GC19P113047,5.584557533,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC4
MUC4,"Mucin 4, Cell Surface Associated",Protein Coding,Q99102,48,GC03M195746,5.58412981,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC4
PNP,Purine Nucleoside Phosphorylase,Protein Coding,P00491,58,GC14P045700,5.583057404,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNP
COL4A5,Collagen Type IV Alpha 5 Chain,Protein Coding,P29400,52,GC0XP108439,5.580406189,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A5
GLO1,Glyoxalase I,Protein Coding,Q04760,54,GC06M093944,5.573220253,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLO1
CTBP1,C-Terminal Binding Protein 1,Protein Coding,Q13363,55,GC04M001211,5.571677208,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTBP1
ENO1,Enolase 1,Protein Coding,P06733,56,GC01M008861,5.569371223,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1
SKIL,SKI Like Proto-Oncogene,Protein Coding,P12757,48,GC03P170357,5.567798615,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKIL
CREB1,CAMP Responsive Element Binding Protein 1,Protein Coding,P16220,59,GC02P207529,5.559785366,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB1
ITGAV,Integrin Subunit Alpha V,Protein Coding,P06756,56,GC02P186589,5.55506897,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAV
ARHGEF18,Rho/Rac Guanine Nucleotide Exchange Factor 18,Protein Coding,Q6ZSZ5,47,GC19P112113,5.553142548,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF18
MECOM,MDS1 And EVI1 Complex Locus,Protein Coding,Q03112,56,GC03M169083,5.550305367,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MECOM
CLDN14,Claudin 14,Protein Coding,O95500,50,GC21M036460,5.545304298,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN14
ITGB3,Integrin Subunit Beta 3,Protein Coding,P05106,61,GC17P112532,5.543614388,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB3
GLIS2,GLIS Family Zinc Finger 2,Protein Coding,Q9BZE0,48,GC16P080507,5.543282509,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLIS2
FLT1,Fms Related Receptor Tyrosine Kinase 1,Protein Coding,P17948,59,GC13M028300,5.531077385,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT1
PTK6,Protein Tyrosine Kinase 6,Protein Coding,Q13882,55,GC20M063528,5.531061172,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK6
GPI,Glucose-6-Phosphate Isomerase,Protein Coding,P06744,56,GC19P034359,5.526079655,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPI
SOCS1,Suppressor Of Cytokine Signaling 1,Protein Coding,O15524,54,GC16M020752,5.526044846,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS1
MCM3,Minichromosome Maintenance Complex Component 3,Protein Coding,P25205,54,GC06M052264,5.525391102,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM3
ADAR,Adenosine Deaminase RNA Specific,Protein Coding,P55265,54,GC01M160957,5.520029545,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAR
ATR,ATR Serine/Threonine Kinase,Protein Coding,Q13535,62,GC03M142449,5.519068241,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATR
CDH11,Cadherin 11,Protein Coding,P55287,55,GC16M064943,5.515183926,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH11
PKP2,Plakophilin 2,Protein Coding,Q99959,53,GC12M032790,5.506317616,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKP2
CLDN10,Claudin 10,Protein Coding,P78369,48,GC13P095433,5.491168022,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN10
IL6R,Interleukin 6 Receptor,Protein Coding,P08887,59,GC01P154405,5.491056919,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6R
YWHAG,Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Gamma,Protein Coding,P61981,56,GC07M078603,5.490350246,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAG
PDGFRA,Platelet Derived Growth Factor Receptor Alpha,Protein Coding,P16234,62,GC04P054229,5.4880023,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRA
TSC2,TSC Complex Subunit 2,Protein Coding,P49815,60,GC16P080239,5.480407238,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC2
PDCD6,Programmed Cell Death 6,Protein Coding,O75340,45,GC05P003278,5.474693298,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD6
CXADR,CXADR Ig-Like Cell Adhesion Molecule,Protein Coding,P78310,53,GC21P017513,5.468091965,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXADR
AKAP8,A-Kinase Anchoring Protein 8,Protein Coding,O43823,45,GC19M092263,5.456925392,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP8
PKP1,Plakophilin 1,Protein Coding,Q13835,49,GC01P201283,5.456470966,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKP1
CLDN8,Claudin 8,Protein Coding,P56748,39,GC21M030214,5.456470966,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN8
XIAP,X-Linked Inhibitor Of Apoptosis,Protein Coding,P98170,60,GC0XP123859,5.456442833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIAP
S100A8,S100 Calcium Binding Protein A8,Protein Coding,P05109,51,GC01M160881,5.452409267,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A8
TXNIP,Thioredoxin Interacting Protein,Protein Coding,Q9H3M7,47,GC01M145992,5.441637039,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNIP
IL1A,Interleukin 1 Alpha,Protein Coding,P01583,54,GC02M112773,5.440078735,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1A
SPRED3,Sprouty Related EVH1 Domain Containing 3,Protein Coding,Q2MJR0,42,GC19P038388,5.437717438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRED3
CLDN18,Claudin 18,Protein Coding,P56856,51,GC03P137998,5.435787678,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN18
CLDN16,Claudin 16,Protein Coding,Q9Y5I7,50,GC03P190290,5.435787678,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN16
CLDN19,Claudin 19,Protein Coding,Q8N6F1,48,GC01M042733,5.435787678,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN19
YWHAE,Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Epsilon,Protein Coding,P62258,58,GC17M074382,5.433296204,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAE
PSMD10,"Proteasome 26S Subunit, Non-ATPase 10",Protein Coding,O75832,47,GC0XM108084,5.432682037,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD10
ACTN4,Actinin Alpha 4,Protein Coding,O43707,55,GC19P038647,5.431208134,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN4
PTHLH,Parathyroid Hormone Like Hormone,Protein Coding,P12272,55,GC12M029767,5.428519249,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTHLH
FGF1,Fibroblast Growth Factor 1,Protein Coding,P05230,56,GC05M142555,5.412567616,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF1
CLDN15,Claudin 15,Protein Coding,P56746,41,GC07M101232,5.411604404,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN15
CLDN12,Claudin 12,Protein Coding,P56749,41,GC07P090383,5.411253452,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN12
CLDN20,Claudin 20,Protein Coding,P56880,35,GC06P155264,5.411253452,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN20
AICDA,Activation Induced Cytidine Deaminase,Protein Coding,Q9GZX7,52,GC12M008602,5.410974979,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AICDA
IQGAP1,IQ Motif Containing GTPase Activating Protein 1,Protein Coding,P46940,52,GC15P090388,5.409751415,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQGAP1
CTNNA1,Catenin Alpha 1,Protein Coding,P35221,55,GC05P138682,5.38902998,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNA1
PSME3,Proteasome Activator Subunit 3,Protein Coding,P61289,48,GC17P042824,5.383653164,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSME3
HPSE,Heparanase,Protein Coding,Q9Y251,53,GC04M083292,5.380103111,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPSE
COL4A4,Collagen Type IV Alpha 4 Chain,Protein Coding,P53420,52,GC02M226973,5.379279613,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A4
WNT8A,Wnt Family Member 8A,Protein Coding,Q9H1J5,46,GC05P138212,5.379279613,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT8A
GLI2,GLI Family Zinc Finger 2,Protein Coding,P10070,58,GC02P120735,5.362948418,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLI2
TRIM28,Tripartite Motif Containing 28,Protein Coding,Q13263,52,GC19P058544,5.352897167,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM28
